id	chr	strand	start	end	mean	sd	gene	EVENT	ss	group	source	c3ss_mean	c3ss_sd	c3ss	c3ss_length	direction	lc_gc_content	intron_length
NCAPD2:chr12:6517779:6517785	chr12	+	6517683	6517779	1172	328.073162572009	NCAPD2	HsaALTA1001111-2/2	6517779	6517683	Canonical	12.3333333333333	7.50555349946513	6517785	6	downstream	47.682119205298	96
NCAPD2:chr12:6527968:6528010	chr12	+	6527888	6527968	1484.66666666667	264.507718853975	NCAPD2	HsaALTA1001116-4/5	6527968	6527888	Canonical	31	1.4142135623731	6528010	42	downstream	45.6953642384106	80
NCAPD3:chr11:134160074:134160071	chr11	-	134160074	134161781	471.333333333333	67.4190873071813	NCAPD3	HsaALTA1035460-2/2	134160074	134161781	Canonical	18	8.48528137423857	134160071	-3	downstream	44.3708609271523	1707
NCAPD3:chr11:134194738:134194734	chr11	-	134194738	134202816	257.2	229.315721222946	NCAPD3	HsaALTA1035455-2/2	134194738	134202816	Canonical	11.5	0.707106781186548	134194734	-4	downstream	38.4105960264901	8078
NCAPD3:chr11:134209206:134209232	chr11	-	134209206	134209313	406.333333333333	30.5013660896251	NCAPD3	HsaALTA1035452-1/3	134209206	134209313	Canonical	41.6666666666667	19.1398362932741	134209232	26	upstream	36.4238410596026	107
NCAPG2:chr7:158675656:158675616	chr7	-	158675656	158679960	247	308.567118576602	NCAPG2	HsaALTA0005581-2/2	158675656	158679960	Canonical	20.25	11.146748404804	158675616	-40	downstream	45.0331125827815	4304
NCAPH:chr2:96341642:96341675	chr2	+	96335848	96341642	132.333333333333	13.3166562369588	NCAPH	HsaALTA0005582-5/9	96341642	96335848	Canonical	55	11	96341675	33	downstream	45.0331125827815	5794
NCAPH:chr2:96341642:96341714	chr2	+	96335848	96341642	132.333333333333	13.3166562369588	NCAPH	HsaALTA0005582-5/9	96341642	96335848	Canonical	25.3333333333333	5.5075705472861	96341714	72	downstream	47.682119205298	5794
NCAPH:chr2:96342050:96342053	chr2	+	96341894	96342050	465.666666666667	65.1638959342774	NCAPH	HsaALTA1020646-2/2	96342050	96341894	Canonical	22	NA	96342053	3	downstream	44.3708609271523	156
NCAPH:chr2:96365876:96365969	chr2	+	96364591	96365876	532.333333333333	62.7800392906323	NCAPH	HsaALTA0005583-2/7	96365876	96364591	Canonical	43.3333333333333	10.2632028788938	96365969	93	downstream	49.6688741721854	1285
NCAPH2:chr22:50522501:50522498	chr22	+	50522415	50522501	183.333333333333	12.5830573921179	NCAPH2	HsaALTA0005586-2/3	50522501	50522415	Canonical	18.3333333333333	3.21455025366432	50522498	-3	upstream	68.2119205298013	86
NCBP1:chr9:97648008:97648100	chr9	+	97647561	97648008	296.333333333333	308.304827511128	NCBP1	HsaALTA1028252-3/3	97648008	97647561	Canonical	21.3333333333333	2.3094010767585	97648100	92	downstream	35.7615894039735	447
NCBP2:chr3:196937648:196937631	chr3	-	196937648	196939251	529.666666666667	16.0104132780304	NCBP2	HsaALTA0005591-2/4	196937648	196939251	Canonical	16.375	28.5203561388303	196937631	-17	downstream	36.4238410596026	1603
NCBP3:chr17:3825050:3825032	chr17	-	3825050	3825767	411.666666666667	50.2128801537348	NCBP3	HsaALTA1005886-3/3	3825050	3825767	Canonical	15	3	3825032	-18	downstream	30.4635761589404	717
NCKAP1L:chr12:54531491:54531494	chr12	+	54531357	54531491	268	253.846410256281	NCKAP1L	HsaALTA1021381-2/2	54531491	54531357	Canonical	14	9.89949493661167	54531494	3	downstream	47.0198675496689	134
NCKIPSD:chr3:48682156:48682135	chr3	-	48682156	48682348	105.666666666667	7.57187779440036	NCKIPSD	HsaALTA0005600-3/4	48682156	48682348	Canonical	91.6666666666667	18.5022521151706	48682135	-21	downstream	58.9403973509934	192
NCKIPSD:chr3:48683012:48683041	chr3	-	48683012	48685637	104.333333333333	114.704257404277	NCKIPSD	HsaALTA0005598-1/3	48683012	48685637	Canonical	11	4.35889894354067	48683041	29	upstream	50.9933774834437	2625
NCL:chr2:231458389:231458344	chr2	-	231458389	231459001	7206.66666666667	1941.6117874934	NCL	HsaALTA1017930-6/8	231458389	231459001	Canonical	188	60.00833275471	231458344	-45	downstream	38.4105960264901	612
NCL:chr2:231458389:231458383	chr2	-	231458389	231459001	7206.66666666667	1941.6117874934	NCL	HsaALTA1017930-6/8	231458389	231459001	Canonical	116	NA	231458383	-6	downstream	38.4105960264901	612
NCL:chr2:231458389:231458620	chr2	-	231458389	231459001	7206.66666666667	1941.6117874934	NCL	HsaALTA1017930-6/8	231458389	231459001	Canonical	10.3333333333333	7.50555349946513	231458620	231	upstream	33.7748344370861	612
NCL:chr2:231460293:231460287	chr2	-	231460293	231460478	8298	2639.47741039775	NCL	HsaALTA1017929-2/2	231460293	231460478	Canonical	154	133.187837282539	231460287	-6	downstream	35.7615894039735	185
NCLN:chr19:3206262:3206265	chr19	+	3206190	3206262	271.666666666667	34.9618840072061	NCLN	HsaALTA0005604-2/2	3206262	3206190	Canonical	262.333333333333	40.6119850947148	3206265	3	downstream	67.5496688741722	72
NCOA3:chr20:47639577:47639622	chr20	+	47639202	47639577	191.25	127.507842896035	NCOA3	HsaALTA0005609-3/3	47639577	47639202	Canonical	43.6666666666667	9.81495457622364	47639622	45	downstream	40.3973509933775	375
NCOA3:chr20:47650985:47650982	chr20	+	47649109	47650985	49.6666666666667	11.758684733705	NCOA3	HsaALTA0005610-1/2	47650985	47649109	Canonical	48.5	18.2071414560331	47650982	-3	upstream	43.7086092715232	1876
NCOA6:chr20:34727407:34727404	chr20	-	34727407	34732559	127.25	82.8588156645588	NCOA6	HsaALTA1055042-2/2	34727407	34732559	Canonical	14.6666666666667	3.78593889720018	34727404	-3	downstream	43.046357615894	5152
NCOA6:chr20:34754868:34754832	chr20	-	34754868	34757220	77.5	103.874924789383	NCOA6	HsaALTA1055040-3/4	34754868	34757220	Canonical	38	14.7986485869487	34754832	-36	downstream	43.7086092715232	2352
NCOA6:chr20:34754868:34754835	chr20	-	34754868	34757220	77.5	103.874924789383	NCOA6	HsaALTA1055040-3/4	34754868	34757220	Canonical	26.4	23.8809547547832	34754835	-33	downstream	43.046357615894	2352
NCOA7:chr6:125888939:125888972	chr6	+	125885343	125888939	62.6666666666667	12.2202018532156	NCOA7	HsaALTA0005611-2/2	125888939	125885343	Canonical	21.6666666666667	7.63762615825973	125888972	33	downstream	37.0860927152318	3596
NCOR1:chr17:16101805:16101757	chr17	-	16101805	16108786	41.5555555555556	60.1375737603187	NCOR1	HsaALTA0005615-2/4	16101805	16108786	Canonical	14.5	10.4721853816033	16101757	-48	downstream	35.0993377483444	6981
NCOR1:chr17:16126206:16126209	chr17	-	16126206	16137311	125.666666666667	42.9224106188519	NCOR1	HsaALTA0005614-1/3	16126206	16137311	Canonical	91.6666666666667	35.2467492590924	16126209	3	upstream	29.8013245033113	11105
NCOR2:chr12:124332467:124332464	chr12	-	124332467	124333130	299.666666666667	61.9784908926745	NCOR2	HsaALTA0005623-3/3	124332467	124333130	Canonical	87.6666666666667	19.6553639837408	124332464	-3	downstream	55.6291390728477	663
NCOR2:chr12:124340443:124340440	chr12	-	124340443	124340602	372	8.71779788708135	NCOR2	HsaALTA1053195-2/2	124340443	124340602	Canonical	26	NA	124340440	-3	downstream	66.2251655629139	159
NCOR2:chr12:124340751:124340694	chr12	-	124340751	124341823	606.666666666667	72.45228314783	NCOR2	HsaALTA0005622-2/3	124340751	124341823	Canonical	14.3333333333333	4.72581562625261	124340694	-57	downstream	67.5496688741722	1072
NCOR2:chr12:124343226:124343222	chr12	-	124343226	124344597	887	93.8243038876388	NCOR2	HsaALTA1053194-2/3	124343226	124344597	Canonical	13	8.71779788708135	124343222	-4	downstream	53.6423841059603	1371
NCOR2:chr12:124356806:124356782	chr12	-	124356806	124362126	124.333333333333	6.35085296108588	NCOR2	HsaALTA0005621-3/3	124356806	124362126	Canonical	30.6666666666667	6.42910050732864	124356782	-24	downstream	64.9006622516556	5320
NCOR2:chr12:124356806:124356803	chr12	-	124356806	124362126	124.333333333333	6.35085296108588	NCOR2	HsaALTA0005621-3/3	124356806	124362126	Canonical	87.6666666666667	19.8578280114753	124356803	-3	downstream	66.887417218543	5320
NCOR2:chr12:124362294:124362297	chr12	-	124362294	124363679	104.333333333333	26.0832002126528	NCOR2	HsaALTA0005620-2/3	124362294	124363679	Canonical	88.75	65.8248939738354	124362297	3	upstream	59.6026490066225	1385
NCOR2:chr12:124429706:124429703	chr12	-	124429706	124430615	258.333333333333	95.0438495292217	NCOR2	HsaALTA0005619-2/2	124429706	124430615	Canonical	59	34.5253530032641	124429703	-3	downstream	70.8609271523179	909
NDE1:chr16:15699729:15699597	chr16	+	15696860	15699729	143.666666666667	14.1539158303748	NDE1	HsaALTA1005691-1/2	15699729	15696860	Canonical	22.3333333333333	4.04145188432738	15699597	-132	upstream	45.6953642384106	2869
NDOR1:chr9:137206232:137206281	chr9	+	137205912	137206232	83	14.5258390463339	NDOR1	HsaALTA1052488-2/3	137206232	137205912	Canonical	28	12.2882057274445	137206281	49	downstream	50.9933774834437	320
NDUFA2:chr5:140645678:140645725	chr5	-	140645678	140647256	188.333333333333	100.166528008778	NDUFA2	HsaALTA0005645-1/2	140645678	140647256	Canonical	14	10	140645725	47	upstream	31.7880794701987	1578
NDUFAF3:chr3:49022876:49022878	chr3	+	49022768	49022876	384.333333333333	108.969414669132	NDUFAF3	HsaALTA1048660-2/2	49022876	49022768	Canonical	54.3333333333333	19.731531449265	49022878	2	downstream	58.9403973509934	108
NDUFAF6:chr8:95036371:95036302	chr8	+	95035576	95036371	18.6666666666667	5.68624070307733	NDUFAF6	HsaALTA0001366-1/3	95036371	95035576	Canonical	17	6.2449979983984	95036302	-69	upstream	38.4105960264901	795
NDUFB9:chr8:124543087:124543089	chr8	+	124539287	124543087	608.666666666667	295.561048403428	NDUFB9	HsaALTA0005658-4/4	124543087	124539287	Canonical	59	33.1813200460741	124543089	2	downstream	47.682119205298	3800
NDUFB9:chr8:124543087:124543120	chr8	+	124539287	124543087	608.666666666667	295.561048403428	NDUFB9	HsaALTA0005658-4/4	124543087	124539287	Canonical	20	8.48528137423857	124543120	33	downstream	43.046357615894	3800
NDUFV1:chr11:67608552:67608560	chr11	+	67608478	67608552	511.333333333333	72.665902136651	NDUFV1	HsaALTA1043789-2/2	67608552	67608478	Canonical	15.6666666666667	6.35085296108588	67608560	8	downstream	54.9668874172185	74
NDUFV1:chr11:67611403:67611477	chr11	+	67611207	67611403	594.333333333333	62.7402050788275	NDUFV1	HsaALTA1043787-3/3	67611403	67611207	Canonical	15.5	2.12132034355964	67611477	74	downstream	66.887417218543	196
NDUFV1:chr11:67611403:67611522	chr11	+	67611207	67611403	594.333333333333	62.7402050788275	NDUFV1	HsaALTA1043787-3/3	67611403	67611207	Canonical	45.3333333333333	24.7857485933617	67611522	119	downstream	64.2384105960265	196
NEK6:chr9:124312509:124312511	chr9	+	124302054	124312509	375.5	265.00125785865	NEK6	HsaALTA0005677-3/3	124312509	124302054	Canonical	14	NA	124312511	2	downstream	67.5496688741722	10455
NELFB:chr9:137255907:137255911	chr9	+	137255611	137255907	456.666666666667	75.2684086010415	NELFB	HsaALTA1052659-3/3	137255907	137255611	Canonical	20	NA	137255911	4	downstream	65.5629139072848	296
NELFB:chr9:137256824:137256773	chr9	+	137256428	137256824	411.25	277.454350599638	NELFB	HsaALTA1052666-2/5	137256824	137256428	Canonical	16	NA	137256773	-51	upstream	60.2649006622517	396
NELFE:chr6:31954892:31954877	chr6	-	31954892	31955059	287	68.1982404465101	NELFE	HsaALTA0007092-2/3	31954892	31955059	Canonical	43.3333333333333	18.2300118851671	31954877	-15	downstream	51.6556291390728	167
NEMF:chr14:49828807:49828787	chr14	-	49828807	49829054	184	104.790266723585	NEMF	HsaALTA1042180-2/2	49828807	49829054	Canonical	47	22.0680764907139	49828787	-20	downstream	22.5165562913907	247
NEO1:chr15:73236347:73236287	chr15	+	73178427	73236347	123.666666666667	13.6137185711081	NEO1	HsaALTA0005686-1/2	73236347	73178427	Canonical	79.5	52.373657500694	73236287	-60	upstream	30.4635761589404	57920
NEPRO:chr3:113010704:113010701	chr3	-	113010704	113011045	299.333333333333	27.0246800782791	NEPRO	HsaALTA1040565-2/2	113010704	113011045	Canonical	20	NA	113010701	-3	downstream	33.112582781457	341
NEPRO:chr3:113013403:113013361	chr3	-	113013403	113013953	103.833333333333	98.4569279769924	NEPRO	HsaALTA0001265-3/4	113013403	113013953	Canonical	11.3333333333333	6.02771377334171	113013361	-42	downstream	25.8278145695364	550
NEURL4:chr17:7324270:7324266	chr17	-	7324270	7324395	154.666666666667	27.6103845198384	NEURL4	HsaALTA0005691-2/3	7324270	7324395	Canonical	17	9.64365076099295	7324266	-4	downstream	66.887417218543	125
NF1:chr17:31225095:31225098	chr17	+	31223567	31225095	115	50.9215082258961	NF1	HsaALTA1053454-3/3	31225095	31223567	Canonical	12.6666666666667	4.61880215351701	31225098	3	downstream	37.0860927152318	1528
NFAT5:chr16:69684887:69684890	chr16	+	69677335	69684887	70.6666666666667	10.4083299973307	NFAT5	HsaALTA0005698-2/2	69684887	69677335	Canonical	48.3333333333333	11.060440015358	69684890	3	downstream	23.841059602649	7552
NFKB1:chr4:102533845:102533848	chr4	+	102529914	102533845	223.666666666667	16.1967074843418	NFKB1	HsaALTA0005704-2/2	102533845	102529914	Canonical	141.666666666667	23.5442845152137	102533848	3	downstream	26.4900662251656	3931
NFKB2:chr10:102401745:102401772	chr10	+	102401518	102401745	56.6666666666667	4.04145188432738	NFKB2	HsaALTA1006471-2/2	102401745	102401518	Canonical	11	NA	102401772	27	downstream	55.6291390728477	227
NFKB2:chr10:102402255:102402252	chr10	+	102402159	102402255	25	5.19615242270663	NFKB2	HsaALTA0005707-1/2	102402255	102402159	Canonical	23.3333333333333	7.37111479583199	102402252	-3	upstream	62.2516556291391	96
NFRKB:chr11:129884846:129884882	chr11	-	129884846	129885435	65.8	52.1651224478578	NFRKB	HsaALTA0005713-1/3	129884846	129885435	Canonical	49.4	44.421841474662	129884882	36	upstream	53.6423841059603	589
NFX1:chr9:33338510:33338507	chr9	+	33332502	33338510	117.333333333333	19.5021366350801	NFX1	HsaALTA1007894-1/2	33338510	33332502	Canonical	24.3333333333333	13.8684293751431	33338507	-3	upstream	24.5033112582781	6008
NFX1:chr9:33347663:33347666	chr9	+	33347117	33347663	90.6666666666667	11.9303534454489	NFX1	HsaALTA0005714-2/4	33347663	33347117	Canonical	36.3333333333333	11.1504857891185	33347666	3	downstream	37.7483443708609	546
NFYA:chr6:41079029:41079044	chr6	+	41073084	41079029	120.714285714286	132.504986429083	NFYA	HsaALTA1000046-2/3	41079029	41073084	Canonical	13.6666666666667	2.3094010767585	41079044	15	downstream	36.4238410596026	5945
NFYA:chr6:41091528:41091546	chr6	+	41090309	41091528	630.666666666667	55.2931581059839	NFYA	HsaALTA1000048-5/6	41091528	41090309	Canonical	105	69.8617682761227	41091546	18	downstream	39.7350993377483	1219
NFYC:chr1:40770709:40770397	chr1	+	40769415	40770709	175.6	168.11841065154	NFYC	HsaALTA0005716-2/4	40770709	40769415	Canonical	72.6666666666667	18.7705443004015	40770397	-312	upstream	47.682119205298	1294
NFYC:chr1:40770709:40770712	chr1	+	40769415	40770709	175.6	168.11841065154	NFYC	HsaALTA0005716-2/4	40770709	40769415	Canonical	26	8.54400374531753	40770712	3	downstream	62.9139072847682	1294
NIFK:chr2:121735750:121735654	chr2	-	121735750	121736746	189	185.966394813687	NIFK	HsaALTA0005225-3/3	121735750	121736746	Canonical	30	NA	121735654	-96	downstream	35.7615894039735	996
NIN:chr14:50739487:50739485	chr14	-	50739487	50741582	747.666666666667	85.0313667615271	NIN	HsaALTA1010520-4/7	50739487	50741582	Canonical	11.3333333333333	3.21455025366432	50739485	-2	downstream	38.4105960264901	2095
NIN:chr14:50822077:50822000	chr14	-	50822077	50830464	348	233.702089564186	NIN	HsaALTA0005726-3/3	50822077	50830464	Canonical	15.6666666666667	2.08166599946613	50822000	-77	downstream	56.953642384106	8387
NISCH:chr3:52478449:52478373	chr3	+	52478282	52478449	200.666666666667	35.0190424388408	NISCH	HsaALTA1001142-1/4	52478449	52478282	Canonical	16.6666666666667	2.08166599946613	52478373	-76	upstream	45.6953642384106	167
NKAP:chrX:119936431:119936428	chrX	-	119936431	119936612	203.333333333333	54.3077649451101	NKAP	HsaALTA1011471-2/2	119936431	119936612	Canonical	15	4.24264068711928	119936428	-3	downstream	24.5033112582781	181
NKIRAS2:chr17:42022570:42022565	chr17	+	42022472	42022570	21	4.24264068711928	NKIRAS2	HsaALTA0005740-1/2	42022570	42022472	Canonical	11.6666666666667	2.3094010767585	42022565	-5	upstream	61.5894039735099	98
NLGN2:chr17:7408012:7408460	chr17	+	7405610	7408012	35.25	23.9774199334846	NLGN2	HsaALTA1045116-2/2	7408012	7405610	Canonical	11	2.64575131106459	7408460	448	downstream	77.4834437086093	2402
NLRC5:chr16:57055436:57055433	chr16	+	57055094	57055436	75	35.0428309358705	NLRC5	HsaALTA0005744-1/2	57055436	57055094	Canonical	58	21.9317121994613	57055433	-3	upstream	64.2384105960265	342
NLRC5:chr16:57061860:57061862	chr16	+	57061701	57061860	20	9.16515138991168	NLRC5	HsaALTA1030744-2/2	57061860	57061701	Canonical	11	7.81024967590665	57061862	2	downstream	62.9139072847682	159
NME4:chr16:400219:400109	chr16	+	399739	400219	1146.8	1075.31493061335	NME4	HsaALTA1012091-1/2	400219	399739	Canonical	48	9.8488578017961	400109	-110	upstream	63.5761589403974	480
NME6:chr3:48296158:48296236	chr3	-	48296158	48296727	60	6.2449979983984	NME6	HsaALTA0005753-1/2	48296158	48296727	Canonical	15	6.2449979983984	48296236	78	upstream	42.3841059602649	569
NNT:chr5:43644611:43644627	chr5	+	43644325	43644611	555.333333333333	133.507802518554	NNT	HsaALTA1017013-2/2	43644611	43644325	Canonical	33.5	45.9619407771256	43644627	16	downstream	27.1523178807947	286
NNT:chr5:43702621:43702672	chr5	+	43700237	43702621	372.75	260.484644461051	NNT	HsaALTA1017015-3/3	43702621	43700237	Canonical	17	NA	43702672	51	downstream	25.8278145695364	2384
NOC2L:chr1:954082:954523	chr1	-	954082	955923	241.5	239.270349186856	NOC2L	HsaALTA1052657-1/3	954082	955923	Canonical	29.3333333333333	4.04145188432738	954523	441	upstream	51.6556291390728	1841
NOL6:chr9:33469667:33469655	chr9	-	33469667	33470012	216.666666666667	52.1664004253057	NOL6	HsaALTA1042013-2/2	33469667	33470012	Canonical	24	NA	33469655	-12	downstream	58.9403973509934	345
NOL8:chr9:92307024:92307022	chr9	-	92307024	92310171	229.4	237.074460876746	NOL8	HsaALTA1054506-2/2	92307024	92310171	Canonical	24.25	22.3811676788023	92307022	-2	downstream	34.4370860927152	3147
NOLC1:chr10:102157186:102157189	chr10	+	102157074	102157186	628.666666666667	65.8963833099612	NOLC1	HsaALTA0005768-3/3	102157186	102157074	Canonical	515.75	345.321468586398	102157189	3	downstream	47.0198675496689	112
NOLC1:chr10:102157186:102157199	chr10	+	102157074	102157186	628.666666666667	65.8963833099612	NOLC1	HsaALTA0005768-3/3	102157186	102157074	Canonical	16	NA	102157199	13	downstream	47.0198675496689	112
NOLC1:chr10:102162111:102162115	chr10	+	102161925	102162111	1036.66666666667	174.477314666788	NOLC1	HsaALTA1042634-5/5	102162111	102161925	Canonical	11	NA	102162115	4	downstream	49.6688741721854	186
NOM1:chr7:156952474:156952471	chr7	+	156950724	156952474	280.333333333333	100.041657989726	NOM1	HsaALTA1033856-1/2	156952474	156950724	Canonical	13.6666666666667	2.08166599946613	156952471	-3	upstream	31.1258278145695	1750
NONO:chrX:71298469:71298478	chrX	+	71297938	71298469	1378.2	1260.10324973789	NONO	HsaALTA1033937-4/5	71298469	71297938	Canonical	12	4.35889894354067	71298478	9	downstream	45.0331125827815	531
NOP14:chr4:2942351:2942326	chr4	-	2942351	2944073	267.333333333333	58.9434757486639	NOP14	HsaALTA1008099-2/2	2942351	2944073	Canonical	19	6	2942326	-25	downstream	54.3046357615894	1722
NOP14:chr4:2948408:2948369	chr4	-	2948408	2949934	347	30.8058436014987	NOP14	HsaALTA1008096-3/4	2948408	2949934	Canonical	11.6666666666667	6.50640709864771	2948369	-39	downstream	38.4105960264901	1526
NOP16:chr5:176384374:176384283	chr5	-	176384374	176385221	178.666666666667	86.5582655402321	NOP16	HsaALTA1003013-1/3	176384374	176385221	Canonical	32	10.3923048454133	176384283	-91	downstream	45.0331125827815	847
NOP2:chr12:6566336:6566324	chr12	-	6566336	6566529	155.75	103.625527742926	NOP2	HsaALTA0005774-2/2	6566336	6566529	Canonical	114.666666666667	8.7368949480541	6566324	-12	downstream	52.9801324503311	193
NOP9:chr14:24301612:24301570	chr14	+	24300857	24301612	87.6666666666667	99.3995305153232	NOP9	HsaALTA1053630-2/3	24301612	24300857	Canonical	13.6666666666667	8.7368949480541	24301570	-42	upstream	39.0728476821192	755
NPC1:chr18:23556613:23556664	chr18	-	23556613	23557117	170	11.7898261225516	NPC1	HsaALTA0005789-2/3	23556613	23557117	Canonical	38	6.557438524302	23556664	51	upstream	53.6423841059603	504
NPC1:chr18:23573574:23573562	chr18	-	23573574	23586287	92.8	82.4724196322625	NPC1	HsaALTA1031130-2/3	23573574	23586287	Canonical	18	NA	23573562	-12	downstream	39.0728476821192	12713
NPEPPS:chr17:47605333:47605466	chr17	+	47604049	47605333	412	290.790875601923	NPEPPS	HsaALTA1030984-3/3	47605333	47604049	Canonical	16	7	47605466	133	downstream	46.3576158940397	1284
NPHP4:chr1:5904804:5904746	chr1	-	5904804	5905292	71.6666666666667	20.5507501890645	NPHP4	HsaALTA1024947-2/2	5904804	5905292	Canonical	12	7	5904746	-58	downstream	50.9933774834437	488
NPHP4:chr1:5905780:5905783	chr1	-	5905780	5907115	44.6666666666667	10.9696551146029	NPHP4	HsaALTA0005796-1/2	5905780	5907115	Canonical	39	11.5325625946708	5905783	3	upstream	47.682119205298	1335
NPLOC4:chr17:81589104:81589119	chr17	-	81589104	81596116	213.666666666667	234.281596944076	NPLOC4	HsaALTA1049965-2/3	81589104	81596116	Canonical	26.3333333333333	20.2072594216369	81589119	15	upstream	43.7086092715232	7012
NR2C1:chr12:95028524:95028509	chr12	-	95028524	95031349	104.666666666667	36.0046293319808	NR2C1	HsaALTA1020490-2/2	95028524	95031349	Canonical	26	7.93725393319377	95028509	-15	downstream	25.1655629139073	2825
NR2C2:chr3:15034670:15034674	chr3	+	15032500	15034670	182.6	162.378570014642	NR2C2	HsaALTA1048439-2/2	15034670	15032500	Canonical	11.3333333333333	2.3094010767585	15034674	4	downstream	46.3576158940397	2170
NRBP1:chr2:27433249:27433254	chr2	+	27428731	27433249	183.333333333333	11.2398102000582	NRBP1	HsaALTA0005825-2/2	27433249	27428731	Canonical	27.3333333333333	3.05505046330389	27433254	5	downstream	52.317880794702	4518
NRGN:chr11:124745965:124745962	chr11	+	124745729	124745965	330.666666666667	96.6453999595083	NRGN	HsaALTA0005833-1/3	124745965	124745729	Canonical	162.666666666667	30.5505046330389	124745962	-3	upstream	62.2516556291391	236
NRIP1:chr21:15043574:15043570	chr21	-	15043574	15064745	167.642857142857	284.12662592661	NRIP1	HsaALTA1049447-2/2	15043574	15064745	Canonical	26.4	19.4756257922563	15043570	-4	downstream	25.1655629139073	21171
NSD2:chr4:1952108:1951999	chr4	+	1951203	1952108	726.666666666667	176.398223724995	NSD2	HsaALTA0009539-1/4	1952108	1951203	Canonical	23	NA	1951999	-109	upstream	42.3841059602649	905
NSD2:chr4:1955983:1956087	chr4	+	1955849	1955983	358	410.931624482711	NSD2	HsaALTA1015399-3/3	1955983	1955849	Canonical	30.3333333333333	8.7368949480541	1956087	104	downstream	39.7350993377483	134
NSD2:chr4:1959471:1959618	chr4	+	1958036	1959471	493.666666666667	179.978702443743	NSD2	HsaALTA1015400-2/2	1959471	1958036	Canonical	32.3333333333333	16.5630109984065	1959618	147	downstream	49.0066225165563	1435
NSUN6:chr10:18642555:18642552	chr10	-	18642555	18648490	49.1666666666667	48.5527204867726	NSUN6	HsaALTA1059436-3/3	18642555	18648490	Canonical	11	2	18642552	-3	downstream	35.0993377483444	5935
NT5DC2:chr3:52524731:52524700	chr3	-	52524731	52524817	492.333333333333	158.572801366859	NT5DC2	HsaALTA1044156-2/2	52524731	52524817	Canonical	18	NA	52524700	-31	downstream	65.5629139072848	86
NUB1:chr7:151356128:151356131	chr7	+	151355950	151356128	354	101.503694514042	NUB1	HsaALTA1001504-2/3	151356128	151355950	Canonical	27.6666666666667	9.71253485622231	151356131	3	downstream	46.3576158940397	178
NUCKS1:chr1:205719676:205719673	chr1	-	205719676	205720501	1607.33333333333	370.284125143562	NUCKS1	HsaALTA1005023-2/3	205719676	205720501	Canonical	96.3333333333333	25.3245598842968	205719673	-3	downstream	37.7483443708609	825
NUDC:chr1:26941457:26934249	chr1	+	26924166	26941457	277.5	358.933340408972	NUDC	HsaALTA1008707-4/4	26941457	26924166	Canonical	24.3333333333333	4.04145188432738	26934249	-7208	upstream	46.3576158940397	17291
NUDC:chr1:26942660:26942657	chr1	+	26941818	26942660	826.666666666667	132.023987719404	NUDC	HsaALTA1008709-1/4	26942660	26941818	Canonical	40	13.856406460551	26942657	-3	upstream	54.9668874172185	842
NUDT16L1:chr16:4694958:4695078	chr16	+	4694238	4694958	25.5714285714286	27.8439529213385	NUDT16L1	HsaALTA1044081-2/2	4694958	4694238	Canonical	11	NA	4695078	120	downstream	64.9006622516556	720
NUF2:chr1:163340364:163340368	chr1	+	163339477	163340364	301.666666666667	146.711735499698	NUF2	HsaALTA0005880-2/2	163340364	163339477	Canonical	16	12.7279220613579	163340368	4	downstream	31.7880794701987	887
NUMA1:chr11:72006263:72006260	chr11	-	72006263	72007189	1312.66666666667	157.814236789123	NUMA1	HsaALTA1028633-3/4	72006263	72007189	Canonical	53.6666666666667	14.5716619962629	72006260	-3	downstream	50.3311258278146	926
NUMA1:chr11:72009387:72009378	chr11	-	72009387	72010786	781.833333333333	850.565086672776	NUMA1	HsaALTA1028646-3/3	72009387	72010786	Canonical	51.5	17.6776695296637	72009378	-9	downstream	56.2913907284768	1399
NUP107:chr12:68696819:68696851	chr12	+	68692112	68696819	544.333333333333	35.8096821171779	NUP107	HsaALTA1016166-2/2	68696819	68692112	Canonical	15	11.7898261225516	68696851	32	downstream	28.476821192053	4707
NUP153:chr6:17640064:17640046	chr6	-	17640064	17646067	264.25	183.425507132096	NUP153	HsaALTA1022025-2/2	17640064	17646067	Canonical	20.6666666666667	5.68624070307733	17640046	-18	downstream	25.1655629139073	6003
NUP155:chr5:37314328:37314326	chr5	-	37314328	37317988	381.333333333333	65.6074182797444	NUP155	HsaALTA1017250-2/2	37314328	37317988	Canonical	12	2	37314326	-2	downstream	29.1390728476821	3660
NUP188:chr9:128958010:128958014	chr9	+	128957032	128958010	637.333333333333	84.524158282312	NUP188	HsaALTA0005892-2/2	128958010	128957032	Canonical	29.5	14.8492424049175	128958014	4	downstream	31.7880794701987	978
NUP188:chr9:128990120:128990153	chr9	+	128988186	128990120	800.666666666667	33.3816316757185	NUP188	HsaALTA0005891-2/2	128990120	128988186	Canonical	46.6666666666667	19.2180470738661	128990153	33	downstream	41.7218543046358	1934
NUP205:chr7:135637931:135637937	chr7	+	135635657	135637931	135.714285714286	166.053921248204	NUP205	HsaALTA1037013-2/2	135637931	135635657	Canonical	12.5	16.2634559672906	135637937	6	downstream	32.4503311258278	2274
NUP210:chr3:13337917:13337905	chr3	-	13337917	13339854	540.6	520.547596286833	NUP210	HsaALTA1025161-2/2	13337917	13339854	Canonical	33	22.5388553391693	13337905	-12	downstream	62.2516556291391	1937
