splice_id	chr	strand	c3ss_length	c3ss	can_ss	intron_length	five_ss	GC_content	length
ZC3H11A:chr1:203802568:203803016:203802956:203803016:203801574:203801628:+	chr1	+	388	203802569	203802957	940	203801629	25.8278145695364	151
ZC3H11A:chr1:203802651:203803016:203802956:203803016:203801574:203801628:+	chr1	+	305	203802652	203802957	1023	203801629	27.1523178807947	151
ZDHHC16:chr10:97455638:97455783:97455659:97455783:97454713:97454799:+	chr10	+	21	97455639	97455660	839	97454800	41.7218543046358	151
ZFYVE19:chr15:40810070:40810099:40810076:40810099:40809851:40809970:+	chr15	+	6	40810071	40810077	100	40809971	60.2649006622517	151
ZFYVE26:chr14:67775015:67775132:67775015:67775114:67775859:67776106:-	chr14	-	18	67775132	67775114	727	67775859	42.3841059602649	151
ZFYVE27:chr10:97744711:97744904:97744728:97744904:97743093:97743164:+	chr10	+	17	97744712	97744729	1547	97743165	58.9403973509934	151
ZMIZ2:chr7:44756974:44757149:44757042:44757149:44756424:44756539:+	chr7	+	68	44756975	44757043	435	44756540	58.2781456953642	151
ZMYM4:chr1:35407986:35408052:35408007:35408052:35405372:35405468:+	chr1	+	21	35407987	35408008	2518	35405469	36.4238410596026	151
ZNF124:chr1:247159686:247159859:247159686:247159813:247171847:247172020:-	chr1	-	46	247159859	247159813	11988	247171847	31.7880794701987	151
ZNF131:chr5:43079895:43079954:43079899:43079954:43068115:43068217:+	chr5	+	4	43079896	43079900	11678	43068218	28.476821192053	151
ZNF226:chr19:44165587:44165807:44165756:44165807:44165100:44165142:+	chr19	+	169	44165588	44165757	445	44165143	35.7615894039735	151
ZNF37A:chr10:38095357:38095612:38095537:38095612:38094930:38095224:+	chr10	+	180	38095358	38095538	133	38095225	60.9271523178808	151
ZNF41:chrX:47456271:47456414:47456271:47456398:47467409:47467760:-	chrX	-	16	47456414	47456398	10995	47467409	34.4370860927152	151
ZNF410:chr14:73893775:73893932:73893796:73893932:73892026:73892208:+	chr14	+	21	73893776	73893797	1567	73892209	27.1523178807947	151
ZNF561:chr19:9618090:9618179:9618090:9618166:9619431:9619582:-	chr19	-	13	9618179	9618166	1252	9619431	45.6953642384106	151
ZSWIM8:chr10:73794540:73794639:73794555:73794639:73794146:73794330:+	chr10	+	15	73794541	73794556	210	73794331	45.6953642384106	151
