ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	type	median_IJC_SAMPLE_1	median_SJC_SAMPLE_1	median_IJC_SAMPLE_2	median_SJC_SAMPLE_2	sample	splice_id
32537	ENSG00000133265.11	HSPBP1	chr19	-	55265277	55265378	55265277	55265367	55265885	55265982	32537	33,20	5,4	10,10	13,8	150	139	7.32E-05	0.005071813	0.859,0.822	0.416,0.537	0.364	A3SS	26.5	4.5	10	10.5	K562_K700E	HSPBP1:chr19:55265277:55265378:55265277:55265367:55265885:55265982:-
2851	ENSG00000203485.14	INF2	chr14	+	104710881	104711007	104710918	104711007	104710087	104710188	2851	4,1,0	6,2,2	5,0,4	0,1,0	186	149	8.56E-05	0.006399124	0.348,0.286,0.0	1.0,0.0,1.0	-0.455	A3SS	1	2	4	0	Nalm_6	INF2:chr14:104710881:104711007:104710918:104711007:104710087:104710188:+
2876	ENSG00000203485.14	INF2	chr14	+	104710881	104711007	104710918	104711007	104710087	104710188	2876	3,15,0,0,16,0,0,3	56,34,8,13,7,8,2,8	3,16,10,7	0,0,0,3	176	139	4.44E-16	1.46E-13	0.041,0.258,0.0,0.0,0.644,0.0,0.0,0.228	1.0,1.0,1.0,0.648	-0.766	A3SS	1.5	8	8.5	0	MDS	INF2:chr14:104710881:104711007:104710918:104711007:104710087:104710188:+
59855	ENSG00000205339.10	IPO7	chr11	+	9433720	9433846	9433782	9433846	9430874	9431003	59855	539,498,255	72,76,31	652,498,596	0,2,0	211	149	0	0	0.841,0.822,0.853	1.0,0.994,1.0	-0.159	A3SS	498	72	596	0	Nalm_6	IPO7:chr11:9433720:9433846:9433782:9433846:9430874:9431003:+
62298	ENSG00000205339.10	IPO7	chr11	+	9433720	9433846	9433782	9433846	9430874	9431003	62298	81,51,101,131,141,90,59,138	0,0,0,13,18,26,2,1	4,182,210,46	0,0,0,0	201	139	3.33E-10	4.54E-08	1.0,1.0,1.0,0.875,0.844,0.705,0.953,0.99	1.0,1.0,1.0,1.0	-0.079	A3SS	95.5	1.5	114	0	MDS	IPO7:chr11:9433720:9433846:9433782:9433846:9430874:9431003:+
78364	ENSG00000183856.11	IQGAP3	chr1	-	156562264	156562674	156562264	156562665	156563133	156563312	78364	14,41,48	30,47,61	0,4,8	57,82,132	158	149	0	0	0.306,0.451,0.426	0.0,0.044,0.054	0.362	A3SS	41	47	4	82	Nalm_6	IQGAP3:chr1:156562264:156562674:156562264:156562665:156563133:156563312:-
38167	ENSG00000183856.11	IQGAP3	chr1	-	156562264	156562674	156562264	156562665	156563133	156563312	38167	5,5	5,6	0,0	13,13	148	139	1.10E-07	2.39E-05	0.484,0.439	0.0,0.0	0.462	A3SS	5	5.5	0	13	K562_K700E	IQGAP3:chr1:156562264:156562674:156562264:156562665:156563133:156563312:-
82072	ENSG00000183856.11	IQGAP3	chr1	-	156562264	156562674	156562264	156562665	156563133	156563312	82072	21,6,2,11,21,4,2,7	7,9,16,10,6,12,2,11	0,0,0,0	6,40,35,13	148	139	0	0	0.738,0.385,0.105,0.508,0.767,0.238,0.484,0.374	0.0,0.0,0.0,0.0	0.45	A3SS	6.5	9.5	0	24	MDS	IQGAP3:chr1:156562264:156562674:156562264:156562665:156563133:156563312:-
59993	ENSG00000152409.9	JMY	chr5	+	79314369	79314851	79314379	79314851	79312402	79312498	59993	10,51,0,7,8,19,7,7	3,59,20,10,23,22,1,0	21,2,3,4	0,0,0,0	149	139	3.51E-12	6.88E-10	0.757,0.446,0.0,0.395,0.245,0.446,0.867,1.0	1.0,1.0,1.0,1.0	-0.48	A3SS	7.5	15	3.5	0	MDS	JMY:chr5:79314369:79314851:79314379:79314851:79312402:79312498:+
31781	ENSG00000115548.17	KDM3A	chr2	+	86478582	86478735	86478607	86478735	86478169	86478265	31781	4,8	43,32	1,1	40,31	164	139	0.001161638	0.043191813	0.073,0.175	0.021,0.027	0.1	A3SS	6	37.5	1	35.5	K562_K700E	KDM3A:chr2:86478582:86478735:86478607:86478735:86478169:86478265:+
63805	ENSG00000115548.17	KDM3A	chr2	+	86478582	86478735	86478607	86478735	86478169	86478265	63805	4,4,7,4,0,10,0,5	44,70,58,55,175,61,28,118	0,0,0,0	18,112,162,139	164	139	2.68E-06	0.000133384	0.072,0.046,0.093,0.058,0.0,0.122,0.0,0.035	0.0,0.0,0.0,0.0	0.053	A3SS	4	59.5	0	125.5	MDS	KDM3A:chr2:86478582:86478735:86478607:86478735:86478169:86478265:+
39331	ENSG00000163807.6	KIAA1143	chr3	-	44753344	44753607	44753344	44753578	44754223	44754368	39331	18,14,10	3,4,1	24,27,10	0,0,0	178	149	6.26E-05	0.004962071	0.834,0.746,0.893	1.0,1.0,1.0	-0.176	A3SS	14	3	24	0	Nalm_6	KIAA1143:chr3:44753344:44753607:44753344:44753578:44754223:44754368:-
23157	ENSG00000163807.6	KIAA1143	chr3	-	44753344	44753607	44753344	44753578	44754223	44754368	23157	1,4	2,3	3,2	0,0	168	139	7.63E-06	0.000758779	0.293,0.525	1.0,1.0	-0.591	A3SS	2.5	2.5	2.5	0	K562_K700E	KIAA1143:chr3:44753344:44753607:44753344:44753578:44754223:44754368:-
21823	ENSG00000186185.14	KIF18B	chr17	-	44932055	44932403	44932055	44932206	44932672	44932773	21823	72,68,47	13,7,4	106,107,139	3,7,4	346	149	0.000988464	0.044822612	0.705,0.807,0.835	0.938,0.868,0.937	-0.132	A3SS	68	7	107	4	Nalm_6	KIF18B:chr17:44932055:44932403:44932055:44932206:44932672:44932773:-
22650	ENSG00000186185.14	KIF18B	chr17	-	44932055	44932403	44932055	44932206	44932672	44932773	22650	39,31,12,24,35,37,14,22	0,4,0,1,4,6,0,6	13,18,74,9	0,0,0,0	336	139	4.23E-07	2.69E-05	1.0,0.762,1.0,0.908,0.784,0.718,1.0,0.603	1.0,1.0,1.0,1.0	-0.153	A3SS	27.5	2.5	15.5	0	MDS	KIF18B:chr17:44932055:44932403:44932055:44932206:44932672:44932773:-
39805	ENSG00000112984.12	KIF20A	chr5	+	138184238	138184404	138184294	138184404	138183961	138184105	39805	251,165,116	11,12,2	298,234,283	0,0,0	205	149	2.26E-08	4.84E-06	0.943,0.909,0.977	1.0,1.0,1.0	-0.057	A3SS	165	11	283	0	Nalm_6	KIF20A:chr5:138184238:138184404:138184294:138184404:138183961:138184105:+
41850	ENSG00000112984.12	KIF20A	chr5	+	138184238	138184404	138184294	138184404	138183961	138184105	41850	13,15,15,56,56,61,26,57	4,0,0,0,3,0,10,7	4,54,161,27	0,0,0,0	195	139	2.09E-06	0.000108504	0.698,1.0,1.0,1.0,0.93,1.0,0.65,0.853	1.0,1.0,1.0,1.0	-0.109	A3SS	41	1.5	40.5	0	MDS	KIF20A:chr5:138184238:138184404:138184294:138184404:138183961:138184105:+
56876	ENSG00000126777.18	KTN1	chr14	+	55634512	55634658	55634525	55634658	55633234	55633341	56876	15,22,15	135,275,129	11,7,7	549,383,360	162	149	1.53E-10	4.52E-08	0.093,0.069,0.097	0.018,0.017,0.018	0.069	A3SS	15	135	7	383	Nalm_6	KTN1:chr14:55634512:55634658:55634525:55634658:55633234:55633341:+
30152	ENSG00000126777.18	KTN1	chr14	+	55634512	55634658	55634525	55634658	55633234	55633341	30152	2,6	37,19	0,0	85,88	152	139	0.000119194	0.007427654	0.047,0.224	0.0,0.0	0.136	A3SS	4	28	0	86.5	K562_K700E	KTN1:chr14:55634512:55634658:55634525:55634658:55633234:55633341:+
59113	ENSG00000126777.18	KTN1	chr14	+	55634512	55634658	55634525	55634658	55633234	55633341	59113	13,55,13,21,41,26,2,28	243,454,167,252,390,000,000,000	0,0,0,0	114,501,754,303	152	139	0	0	0.047,0.1,0.066,0.071,0.088,0.119,0.015,0.077	0.0,0.0,0.0,0.0	0.073	A3SS	23.5	247.5	0	402	MDS	KTN1:chr14:55634512:55634658:55634525:55634658:55633234:55633341:+
22324	ENSG00000005156.12	LIG3	chr17	+	34994253	34994429	34994275	34994429	34992523	34992692	22324	10,5,5	56,50,46	1,5,5	99,88,126	171	149	0.00056895	0.029401585	0.135,0.08,0.087	0.009,0.047,0.033	0.071	A3SS	5	50	5	99	Nalm_6	LIG3:chr17:34994253:34994429:34994275:34994429:34992523:34992692:+
16690	ENSG00000005156.12	LIG3	chr17	+	34994253	34994429	34994275	34994429	34992523	34992692	16690	4,2	11,3	1,1	25,22	161	139	0.002828494	0.082301251	0.239,0.365	0.033,0.038	0.266	A3SS	3	7	1	23.5	K562_K700E	LIG3:chr17:34994253:34994429:34994275:34994429:34992523:34992692:+
52671	ENSG00000010626.15	LRRC23	chr12	+	6882179	6882327	6882195	6882327	6873681	6873781	52671	9,9,2	11,15,13	4,3,2	22,28,31	165	149	0.001358397	0.057954448	0.425,0.351,0.122	0.141,0.088,0.055	0.205	A3SS	9	13	3	28	Nalm_6	LRRC23:chr12:6882179:6882327:6882195:6882327:6873681:6873781:+
55184	ENSG00000010626.15	LRRC23	chr12	+	6882179	6882327	6882195	6882327	6873681	6873781	55184	44,35,10,9,18,4,1,5	47,60,26,8,4,5,5,12	0,0,0,0	13,19,18,15	155	139	8.88E-16	2.84E-13	0.456,0.343,0.256,0.502,0.801,0.418,0.152,0.272	0.0,0.0,0.0,0.0	0.4	A3SS	9.5	10	0	16.5	MDS	LRRC23:chr12:6882179:6882327:6882195:6882327:6873681:6873781:+
19625	ENSG00000112893.10	MAN2A1	chr5	+	109847627	109847719	109847656	109847719	109845864	109846006	19625	4,6	4,3	0,0	12,8	168	139	5.72E-08	1.31E-05	0.453,0.623	0.0,0.0	0.538	A3SS	5	3.5	0	10	K562_K700E	MAN2A1:chr5:109847627:109847719:109847656:109847719:109845864:109846006:+
31590	ENSG00000112893.10	MAN2A1	chr5	+	109847627	109847719	109847656	109847719	109845864	109846006	31590	5,10,0,7,7,8,16,15	0,9,9,31,23,33,20,45	0,0,0,0	1,56,47,39	168	139	2.51E-12	5.05E-10	1.0,0.479,0.0,0.157,0.201,0.167,0.398,0.216	0.0,0.0,0.0,0.0	0.327	A3SS	7.5	21.5	0	43	MDS	MAN2A1:chr5:109847627:109847719:109847656:109847719:109845864:109846006:+
1622	ENSG00000076984.18	MAP2K7	chr19	+	7911414	7911578	7911435	7911578	7911249	7911330	1622	37,32,18	111,128,99	19,19,16	95,168,188	170	149	0.000235678	0.014679295	0.226,0.18,0.137	0.149,0.09,0.069	0.078	A3SS	32	111	19	168	Nalm_6	MAP2K7:chr19:7911414:7911578:7911435:7911578:7911249:7911330:+
1656	ENSG00000076984.18	MAP2K7	chr19	+	7911414	7911578	7911435	7911578	7911249	7911330	1656	50,43,27,12,17,15,13,21	131,185,38,66,100,41,58,59	11,3,34,3	101,99,146,50	160	139	9.27E-06	0.000388162	0.249,0.168,0.382,0.136,0.129,0.241,0.163,0.236	0.086,0.026,0.168,0.05	0.131	A3SS	19	62.5	7	100	MDS	MAP2K7:chr19:7911414:7911578:7911435:7911578:7911249:7911330:+
59509	ENSG00000135341.18	MAP3K7	chr6	-	90560075	90560234	90560075	90560214	90561621	90561667	59509	66,82,49	40,43,18	41,16,19	196,159,180	169	149	0	0	0.593,0.627,0.706	0.156,0.081,0.085	0.535	A3SS	66	40	19	180	Nalm_6	MAP3K7:chr6:90560075:90560234:90560075:90560214:90561621:90561667:-
31125	ENSG00000135341.18	MAP3K7	chr6	-	90560075	90560234	90560075	90560214	90561621	90561667	31125	20,13	6,4	0,4	34,40	159	139	0	0	0.745,0.74	0.0,0.08	0.702	A3SS	16.5	5	2	37	K562_K700E	MAP3K7:chr6:90560075:90560234:90560075:90560214:90561621:90561667:-
61932	ENSG00000135341.18	MAP3K7	chr6	-	90560075	90560234	90560075	90560214	90561621	90561667	61932	22,20,26,37,20,23,10,35	11,28,50,23,28,6,4,30	0,0,12,4	30,115,199,51	159	139	0	0	0.636,0.384,0.313,0.584,0.384,0.77,0.686,0.505	0.0,0.0,0.05,0.064	0.504	A3SS	22.5	25.5	2	83	MDS	MAP3K7:chr6:90560075:90560234:90560075:90560214:90561621:90561667:-
11918	ENSG00000072518.22	MARK2	chr11	+	63902600	63902782	63902603	63902782	63902197	63902330	11918	0,0	12,4	7,2	19,17	142	139	0.000171679	0.009872026	0.0,0.0	0.265,0.103	-0.184	A3SS	0	8	4.5	18	K562_K700E	MARK2:chr11:63902600:63902782:63902603:63902782:63902197:63902330:+
13130	ENSG00000072518.22	MARK2	chr11	+	63902600	63902782	63902603	63902782	63902197	63902330	13130	0,8,0,2,2,9,3,1	149,107,53,86,85,67,49,77	0,17,5,3	42,60,102,30	142	139	0.000913046	0.019369605	0.0,0.068,0.0,0.022,0.023,0.116,0.057,0.013	0.0,0.217,0.046,0.089	-0.051	A3SS	2	81	4	51	MDS	MARK2:chr11:63902600:63902782:63902603:63902782:63902197:63902330:+
25947	ENSG00000160294.11	MCM3AP	chr21	-	46261279	46261411	46261279	46261376	46264116	46264217	25947	162,166,172	5,14,3	246,228,346	0,0,0	184	149	6.11E-07	9.37E-05	0.963,0.906,0.979	1.0,1.0,1.0	-0.051	A3SS	166	5	246	0	Nalm_6	MCM3AP:chr21:46261279:46261411:46261279:46261376:46264116:46264217:-
26944	ENSG00000160294.11	MCM3AP	chr21	-	46261279	46261411	46261279	46261376	46264116	46264217	26944	239,217,127,104,143,102,67,152	11,22,6,10,23,15,8,13	67,136,163,109	0,0,0,0	174	139	0	0	0.946,0.887,0.944,0.893,0.832,0.845,0.87,0.903	1.0,1.0,1.0,1.0	-0.11	A3SS	135	12	122.5	0	MDS	MCM3AP:chr21:46261279:46261411:46261279:46261376:46264116:46264217:-
10424	ENSG00000133997.12	MED6	chr14	-	70592879	70593009	70592879	70592988	70593295	70593378	10424	107,74,31	231,160,65	23,15,18	216,263,174	170	149	0	0	0.289,0.288,0.295	0.085,0.048,0.083	0.219	A3SS	74	160	18	216	Nalm_6	MED6:chr14:70592879:70593009:70592879:70592988:70593295:70593378:-
9563	ENSG00000133997.12	MED6	chr14	-	70592879	70593009	70592879	70592988	70593295	70593378	9563	15,13	24,20	2,3	41,34	160	139	1.76E-07	3.47E-05	0.352,0.361	0.041,0.071	0.3	A3SS	14	22	2.5	37.5	K562_K700E	MED6:chr14:70592879:70593009:70592879:70592988:70593295:70593378:-
10518	ENSG00000133997.12	MED6	chr14	-	70592879	70593009	70592879	70592988	70593295	70593378	10518	31,31,34,36,40,23,25,33	47,110,43,47,61,59,47,75	7,14,0,7	16,40,83,28	160	139	4.27E-05	0.001436429	0.364,0.197,0.407,0.4,0.363,0.253,0.316,0.277	0.275,0.233,0.0,0.178	0.151	A3SS	32	53	7	34	MDS	MED6:chr14:70592879:70593009:70592879:70592988:70593295:70593378:-
30641	ENSG00000171109.19	MFN1	chr3	+	179348844	179348963	179348847	179348963	179347734	179347810	30641	16,25	8,13	17,18	0,4	142	139	0.002118444	0.066866841	0.662,0.653	1.0,0.815	-0.25	A3SS	20.5	10.5	17.5	2	K562_K700E	MFN1:chr3:179348844:179348963:179348847:179348963:179347734:179347810:+
60621	ENSG00000171109.19	MFN1	chr3	+	179348844	179348963	179348847	179348963	179347734	179347810	60621	13,15,61,59,43,41,21,91	7,8,17,32,11,12,19,51	8,80,47,25	0,6,2,1	142	139	3.68E-13	8.68E-11	0.645,0.647,0.778,0.643,0.793,0.77,0.52,0.636	1.0,0.929,0.958,0.961	-0.283	A3SS	42	14.5	36	1.5	MDS	MFN1:chr3:179348844:179348963:179348847:179348963:179347734:179347810:+
56004	ENSG00000135596.18	MICAL1	chr6	-	109445770	109445875	109445770	109445862	109446135	109446772	56004	32,40,14	27,37,23	4,2,11	59,91,127	162	149	0	0	0.522,0.499,0.359	0.059,0.02,0.074	0.409	A3SS	32	27	4	91	Nalm_6	MICAL1:chr6:109445770:109445875:109445770:109445862:109446135:109446772:-
58278	ENSG00000135596.18	MICAL1	chr6	-	109445770	109445875	109445770	109445862	109446135	109446772	58278	31,47,107,34,63,26,25,27	74,40,87,20,39,34,26,32	2,0,7,2	130,100,232,86	152	139	0	0	0.277,0.518,0.529,0.609,0.596,0.412,0.468,0.436	0.014,0.0,0.027,0.021	0.465	A3SS	32.5	36.5	2	115	MDS	MICAL1:chr6:109445770:109445875:109445770:109445862:109446135:109446772:-
35038	ENSG00000106125.14	MINDY4	chr7	+	30778417	30778551	30778431	30778551	30771416	30771556	35038	5,7	11,4	2,3	22,16	153	139	0.003432825	0.093251443	0.292,0.614	0.076,0.146	0.342	A3SS	6	7.5	2.5	19	K562_K700E	MINDY4:chr7:30778417:30778551:30778431:30778551:30771416:30771556:+
72649	ENSG00000106125.14	MINDY4	chr7	+	30778417	30778551	30778431	30778551	30771416	30771556	72649	0,19,0,2,27,8,3,28	26,22,7,13,27,0,1,21	0,0,0,1	5,6,13,5	153	139	1.16E-07	8.43E-06	0.0,0.44,0.0,0.123,0.476,1.0,0.732,0.548	0.0,0.0,0.0,0.154	0.376	A3SS	5.5	17	0	5.5	MDS	MINDY4:chr7:30778417:30778551:30778431:30778551:30771416:30771556:+
30446	ENSG00000146085.8	MMUT	chr6	-	49448815	49448951	49448815	49448927	49451465	49451714	30446	5,11,23	30,54,45	5,1,6	95,113,127	173	149	1.45E-09	3.74E-07	0.126,0.149,0.306	0.043,0.008,0.039	0.164	A3SS	11	45	5	113	Nalm_6	MMUT:chr6:49448815:49448951:49448815:49448927:49451465:49451714:-
19760	ENSG00000146085.8	MMUT	chr6	-	49448815	49448951	49448815	49448927	49451465	49451714	19760	7,3	13,13	0,0	29,37	163	139	9.97E-07	0.00014543	0.315,0.164	0.0,0.0	0.239	A3SS	5	13	0	33	K562_K700E	MMUT:chr6:49448815:49448951:49448815:49448927:49451465:49451714:-
34154	ENSG00000179832.18	MROH1	chr8	+	144259223	144259354	144259239	144259354	144258776	144258914	34154	7,3,6	6,21,8	2,0,1	12,26,26	165	149	8.46E-06	0.000930174	0.513,0.114,0.404	0.131,0.0,0.034	0.289	A3SS	6	8	1	26	Nalm_6	MROH1:chr8:144259223:144259354:144259239:144259354:144258776:144258914:+
21259	ENSG00000179832.18	MROH1	chr8	+	144259223	144259354	144259239	144259354	144258776	144258914	21259	4,1	5,0	0,0	8,1	155	139	0.000406252	0.019596599	0.418,1.0	0.0,0.0	0.709	A3SS	2.5	2.5	0	4.5	K562_K700E	MROH1:chr8:144259223:144259354:144259239:144259354:144258776:144258914:+
35672	ENSG00000179832.18	MROH1	chr8	+	144259223	144259354	144259239	144259354	144258776	144258914	35672	14,18,39,9,7,7,2,17	57,84,71,13,41,35,25,15	0,7,1,0	99,53,102,37	155	139	5.56E-14	1.48E-11	0.181,0.161,0.33,0.383,0.133,0.152,0.067,0.504	0.0,0.106,0.009,0.0	0.21	A3SS	11.5	38	0.5	76	MDS	MROH1:chr8:144259223:144259354:144259239:144259354:144258776:144258914:+
19596	ENSG00000255152.8	MSH5-SAPCD1	chr6	+	31764044	31764159	31764076	31764159	31763414	31763555	19596	17,13	6,7	9,11	0,0	171	139	3.12E-06	0.00036828	0.697,0.602	1.0,1.0	-0.351	A3SS	15	6.5	10	0	K562_K700E	MSH5-SAPCD1:chr6:31764044:31764159:31764076:31764159:31763414:31763555:+
31494	ENSG00000255152.8	MSH5-SAPCD1	chr6	+	31764044	31764159	31764076	31764159	31763414	31763555	31494	36,46,31,19,23,15,24,22	26,19,0,3,4,6,4,3	5,38,60,20	0,0,0,0	171	139	1.40E-12	2.95E-10	0.53,0.663,1.0,0.837,0.824,0.67,0.83,0.856	1.0,1.0,1.0,1.0	-0.224	A3SS	23.5	4	29	0	MDS	MSH5-SAPCD1:chr6:31764044:31764159:31764076:31764159:31763414:31763555:+
17189	ENSG00000101057.16	MYBL2	chr20	+	43673707	43673899	43673805	43673899	43667113	43667303	17189	138,93,66	764,404,302	50,38,61	713,808,920	247	149	0	0	0.098,0.122,0.116	0.041,0.028,0.038	0.076	A3SS	93	404	50	808	Nalm_6	MYBL2:chr20:43673707:43673899:43673805:43673899:43667113:43667303:+
17504	ENSG00000101057.16	MYBL2	chr20	+	43673707	43673899	43673805	43673899	43667113	43667303	17504	20,28,8,10,1,14,6,0	154,125,74,96,191,109,55,131	0,0,0,0	76,115,192,45	237	139	2.46E-12	4.98E-10	0.071,0.116,0.06,0.058,0.003,0.07,0.06,0.0	0.0,0.0,0.0,0.0	0.055	A3SS	9	117	0	95.5	MDS	MYBL2:chr20:43673707:43673899:43673805:43673899:43667113:43667303:+
7927	ENSG00000214114.9	MYCBP	chr1	-	38866879	38867009	38866879	38866999	38873017	38873090	7927	28,19,8	43,28,3	33,26,28	16,5,3	159	149	0.000674556	0.033301007	0.379,0.389,0.714	0.659,0.83,0.897	-0.301	A3SS	19	28	28	5	Nalm_6	MYCBP:chr1:38866879:38867009:38866879:38866999:38873017:38873090:-
7269	ENSG00000214114.9	MYCBP	chr1	-	38866879	38867009	38866879	38866999	38873017	38873090	7269	7,9	37,39	16,8	11,3	149	139	1.59E-06	0.000212548	0.15,0.177	0.576,0.713	-0.481	A3SS	8	38	12	7	K562_K700E	MYCBP:chr1:38866879:38867009:38866879:38866999:38873017:38873090:-
3346	ENSG00000170476.16	MZB1	chr5	-	139388460	139388667	139388460	139388601	139389326	139389420	3346	136,108,50	88,66,26	203,257,223	0,2,3	215	149	0	0	0.517,0.531,0.571	1.0,0.989,0.981	-0.45	A3SS	108	66	223	2	Nalm_6	MZB1:chr5:139388460:139388667:139388460:139388601:139389326:139389420:-
3375	ENSG00000170476.16	MZB1	chr5	-	139388460	139388667	139388460	139388601	139389326	139389420	3375	49,81,33,2,19,11,6,35	63,6,125,36,51,33,22,33	66,91,348,26	0,0,0,0	205	139	0	0	0.345,0.902,0.152,0.036,0.202,0.184,0.156,0.418	1.0,1.0,1.0,1.0	-0.701	A3SS	26	34.5	78.5	0	MDS	MZB1:chr5:139388460:139388667:139388460:139388601:139389326:139389420:-
65477	ENSG00000173848.19	NET1	chr10	+	5456064	5456273	5456086	5456273	5454947	5455118	65477	32,43,21	282,268,189	0,0,0	283,294,414	171	149	0	0	0.09,0.123,0.088	0.0,0.0,0.0	0.1	A3SS	32	268	0	294	Nalm_6	NET1:chr10:5456064:5456273:5456086:5456273:5454947:5455118:+
33473	ENSG00000173848.19	NET1	chr10	+	5456064	5456273	5456086	5456273	5454947	5455118	33473	31,38	79,79	6,4	142,140	161	139	0	0	0.253,0.293	0.035,0.024	0.244	A3SS	34.5	79	5	141	K562_K700E	NET1:chr10:5456064:5456273:5456086:5456273:5454947:5455118:+
68335	ENSG00000173848.19	NET1	chr10	+	5456064	5456273	5456086	5456273	5454947	5455118	68335	42,95,21,43,50,35,17,26	157,311,139,189,194,000,000,000	0,0,0,0	18,153,230,64	161	139	0	0	0.188,0.209,0.115,0.164,0.182,0.133,0.128,0.077	0.0,0.0,0.0,0.0	0.15	A3SS	38.5	191.5	0	108.5	MDS	NET1:chr10:5456064:5456273:5456086:5456273:5454947:5455118:+
28262	ENSG00000001167.15	NFYA	chr6	+	41079004	41079164	41079028	41079164	41072982	41073084	28262	113,93,34	224,199,67	30,35,28	228,259,247	173	149	0	0	0.303,0.287,0.304	0.102,0.104,0.089	0.2	A3SS	93	199	30	247	Nalm_6	NFYA:chr6:41079004:41079164:41079028:41079164:41072982:41073084:+
18828	ENSG00000001167.15	NFYA	chr6	+	41079004	41079164	41079028	41079164	41072982	41073084	18828	9,7	7,7	0,0	29,45	163	139	7.62E-13	6.51E-10	0.523,0.46	0.0,0.0	0.492	A3SS	8	7	0	37	K562_K700E	NFYA:chr6:41079004:41079164:41079028:41079164:41072982:41073084:+
29445	ENSG00000001167.15	NFYA	chr6	+	41079004	41079164	41079028	41079164	41072982	41073084	29445	53,32,21,22,66,51,11,35	135,37,47,57,94,75,38,74	0,0,12,2	73,109,141,52	163	139	0	0	0.251,0.424,0.276,0.248,0.375,0.367,0.198,0.287	0.0,0.0,0.068,0.032	0.278	A3SS	33.5	65.5	1	91	MDS	NFYA:chr6:41079004:41079164:41079028:41079164:41072982:41073084:+
74994	ENSG00000114857.19	NKTR	chr3	+	42633560	42633735	42633617	42633735	42632600	42632823	74994	32,63,22	18,48,13	85,27,27	7,5,2	206	149	1.48E-10	4.38E-08	0.563,0.487,0.55	0.898,0.796,0.907	-0.334	A3SS	32	18	27	5	Nalm_6	NKTR:chr3:42633560:42633735:42633617:42633735:42632600:42632823:+
37072	ENSG00000114857.19	NKTR	chr3	+	42633560	42633735	42633617	42633735	42632600	42632823	37072	3,2	15,11	5,4	3,0	196	139	0.00036218	0.01782599	0.124,0.114	0.542,1.0	-0.652	A3SS	2.5	13	4.5	1.5	K562_K700E	NKTR:chr3:42633560:42633735:42633617:42633735:42632600:42632823:+
25448	ENSG00000103512.16	NOMO1	chr16	+	14875017	14875254	14875035	14875254	14872233	14872329	25448	4,7	1,3	1,1	12,11	157	139	6.05E-07	9.60E-05	0.78,0.674	0.069,0.074	0.656	A3SS	5.5	2	1	11.5	K562_K700E	NOMO1:chr16:14875017:14875254:14875035:14875254:14872233:14872329:+
46950	ENSG00000103512.16	NOMO1	chr16	+	14875017	14875254	14875035	14875254	14872233	14872329	46950	19,0,8,3,1,0,2,1	37,42,20,35,101,33,22,73	0,0,0,0	14,37,53,19	157	139	7.19E-06	0.000313191	0.313,0.0,0.262,0.071,0.009,0.0,0.074,0.012	0.0,0.0,0.0,0.0	0.093	A3SS	1.5	36	0	28	MDS	NOMO1:chr16:14875017:14875254:14875035:14875254:14872233:14872329:+
20926	ENSG00000182446.14	NPLOC4	chr17	-	81588932	81589119	81588932	81589104	81596115	81596242	20926	23,17,14	331,249,171	5,2,2	305,326,366	164	149	1.18E-11	4.23E-09	0.059,0.058,0.069	0.015,0.006,0.005	0.053	A3SS	17	249	2	326	Nalm_6	NPLOC4:chr17:81588932:81589119:81588932:81589104:81596115:81596242:-
16114	ENSG00000182446.14	NPLOC4	chr17	-	81588932	81589119	81588932	81589104	81596115	81596242	16114	8,6	39,28	1,2	59,51	154	139	0.000101712	0.006615054	0.156,0.162	0.015,0.034	0.135	A3SS	7	33.5	1.5	55	K562_K700E	NPLOC4:chr17:81588932:81589119:81588932:81589104:81596115:81596242:-
21530	ENSG00000182446.14	NPLOC4	chr17	-	81588932	81589119	81588932	81589104	81596115	81596242	21530	13,34,24,17,52,17,13,15	155,117,113,142,157,155,59,112	0,0,26,0	60,135,162,101	154	139	8.92E-09	8.66E-07	0.07,0.208,0.161,0.098,0.23,0.09,0.166,0.108	0.0,0.0,0.127,0.0	0.11	A3SS	17	129.5	0	118	MDS	NPLOC4:chr17:81588932:81589119:81588932:81589104:81596115:81596242:-
70881	ENSG00000107672.15	NSMCE4A	chr10	-	121974003	121974100	121974003	121974081	121974873	121975217	70881	48,78,37	160,126,87	9,8,7	370,472,381	168	149	0	0	0.21,0.354,0.274	0.021,0.015,0.016	0.262	A3SS	48	126	8	381	Nalm_6	NSMCE4A:chr10:121974003:121974100:121974003:121974081:121974873:121975217:-
35522	ENSG00000107672.15	NSMCE4A	chr10	-	121974003	121974100	121974003	121974081	121974873	121975217	35522	3,6	11,13	0,0	31,39	158	139	1.26E-06	0.000175377	0.194,0.289	0.0,0.0	0.241	A3SS	4.5	12	0	35	K562_K700E	NSMCE4A:chr10:121974003:121974100:121974003:121974081:121974873:121975217:-
